"Name","City","State","Enrollment","Private","Region","Adm_Rate","ACT_median","ACT_Q1","ACT_Q3","Cost","Net_Tuition","Avg_Fac_Salary","PercentFemale","PercentWhite","PercentBlack","PercentHispanic","PercentAsian","FourYearComp_Males","FourYearComp_Females","Debt_median","Salary10yr_median"
"Abilene Christian University","Abilene","TX",3524,"Private","South West",0.5696,24,21,21,48046,16177,69804,0.6118200134,0.794599990844726,0.0814000034332275,0.163500003814697,0.0286999988555908,0.411575562701,0.528301886792,16000,43000
"Academy of Art University","San Francisco","CA",6898,"Private","Far West",NA,NA,NA,NA,39735,31908,76428,0.5731981982,0.679100036621093,0.0825,0.153400001525878,0.119099998474121,0.091572123177,0.13252240717,12877,38600
"Adelphi University","Garden City","NY",5307,"Private","Mid East",0.7418,25,22,22,49008,24971,111339,0.7211120765,0.666900024414062,0.178500003814697,0.129200000762939,0.0673000001907348,0.611464968153,0.699885452463,19500,58500
"Adrian College","Adrian","MI",1781,"Private","Great Lakes",0.6481,23,19,19,51626,14136,72873,0.4221105528,0.886100006103515,0.0692000007629394,0.031800000667572,0.0121000003814697,0.232091690544,0.331983805668,18468,38600
"AdventHealth University","Orlando","FL",1166,"Private","South East",0.8689,20,18,18,24338,15360,69759,0.8251057828,0.762200012207031,0.139499998092651,0.133800001144409,0.0258999991416931,0.47619047619,0.413223140496,16646,56000
"Agnes Scott College","Decatur","GA",966,"Private","South East",0.704,NA,NA,NA,52309,13239,82647,NA,0.688399963378906,0.229899997711181,0.0665000009536743,0.0321000003814697,NA,NA,22450,39400
"AI Miami International University of Art and Design","Miami","FL",1290,"Private","South East",NA,NA,NA,NA,25650,10071,46746,0.5718038529,0.754800033569336,0.147100000381469,0.328499984741211,0.0215000009536743,0.205110961668,0.286401925391,13000,31600
"Alabama A & M University","Normal","AL",4990,"Public","South East",0.8986,18,16,16,22489,7413,63909,0.5640301318,0.468400001525878,0.479799995422363,0.0378999996185302,0.0148000001907348,0.147157190635,0.231366459627,15000,31000
"Alabama State University","Montgomery","AL",3903,"Public","South East",0.9774,18,16,16,21476,10160,69786,0.6134185304,0.426899986267089,0.523199996948242,0.0409000015258789,0.0140999996662139,0.128205128205,0.267921146953,18950,27700
"Albany College of Pharmacy and Health Sciences","Albany","NY",857,"Private","Mid East",0.7189,26,24,24,47221,24852,84078,0.6031746032,0.877900009155273,0.0509000015258789,0.0498000001907348,0.0313000011444091,0.638461538462,0.686170212766,25000,124700
"Albertus Magnus College","New Haven","CT",1113,"Private","New England",0.5807,18,15,15,47496,12493,65700,0.694684796,0.719499969482422,0.1675,0.120900001525878,0.0270000004768371,0.519230769231,0.54,23944,51200
"Albion College","Albion","MI",1512,"Private","Great Lakes",0.6824,23,20,20,56722,12849,67968,0.4957627119,0.880899963378906,0.0692999982833862,0.0299000000953674,0.0165999996662139,0.6,0.634920634921,16721,47400
"Albright College","Reading","PA",1897,"Private","Mid East",0.62,NA,NA,NA,57415,14336,59724,0.6258879242,0.843499984741211,0.0860999965667724,0.0632999992370605,0.0224000000953674,0.456603773585,0.521390374332,23734,46700
"Alcorn State University","Alcorn State","MS",3106,"Public","South East",0.8931,20,17,17,23966,2668,61164,0.621548457,0.402099990844726,0.571800003051757,0.0214000010490417,0.0077999997138977,0.180592991914,0.28295254833,20037,31100
"Alderson Broaddus University","Philippi","WV",823,"Private","South East",0.4253,20,18,18,38879,12234,45261,0.4316770186,0.940500030517578,0.0265000009536743,0.0229999995231628,0.0097000002861022,0.279569892473,0.48951048951,14000,40400
"Alfred University","Alfred","NY",1591,"Private","Mid East",0.6269,24,20,20,43294,8778,58410,0.4638826185,0.887799987792968,0.0567999982833862,0.0413999986648559,0.0201999998092651,0.5,0.642335766423,19500,41400
"Alice Lloyd College","Pippa Passes","KY",644,"Private","South East",0.2778,21,18,18,24564,8647,44928,0.5726495726,0.97620002746582,0.0125,0.0077999997138977,0.0023999999463558,0.260869565217,0.391666666667,8250,31700
"Allegheny College","Meadville","PA",1735,"Private","Mid East",0.6361,27,24,24,60783,17759,71046,0.5290482077,0.914400024414062,0.0480999994277954,0.0227999997138977,0.0152999997138977,0.627272727273,0.748031496063,25000,50900
"Allen University","Columbia","SC",698,"Private","South East",NA,NA,NA,NA,23677,10769,43776,0.5,0.477700004577636,0.465,0.0657999992370605,0.0137000000476837,0.168674698795,0.256756756757,13689,23300
"Alma College","Alma","MI",1396,"Private","Great Lakes",0.6411,23,20,20,52252,13489,67500,0.5534682081,0.915999984741211,0.0411999988555908,0.0275,0.0108000004291534,0.435555555556,0.663212435233,20500,42200
"Alvernia University","Reading","PA",2176,"Private","Mid East",0.6838,20,17,17,46581,17256,66960,0.7112387203,0.792099990844726,0.135200004577636,0.0703999996185302,0.0183000004291534,0.492462311558,0.565874730022,22700,44500
"Alverno College","Milwaukee","WI",1204,"Private","Great Lakes",0.6978,NA,NA,NA,37091,19483,52038,NA,0.733000030517578,0.180100002288818,0.0796000003814697,0.0222000002861022,NA,NA,24183,38800
"American InterContinental University","Chandler","AZ",7932,"Private","South West",NA,NA,NA,NA,17087,13805,51633,0.6963450033,0.685,0.1925,0.130900001525878,0.0319000005722045,0.200992555831,0.205186880244,9500,37300
"American InterContinental University-Atlanta","Atlanta","GA",1602,"Private","South East",NA,NA,NA,NA,20773,14565,55521,0.6963450033,0.685,0.1925,0.130900001525878,0.0319000005722045,0.200992555831,0.205186880244,9500,37300
"American International College","Springfield","MA",1307,"Private","New England",0.6839,19,16,16,47742,16040,63153,0.5941520468,0.745199966430664,0.133599996566772,0.128199996948242,0.0236999988555908,0.424528301887,0.579766536965,20050,46000
"American Public University System","Charles Town","WV",36036,"Private","South East",NA,NA,NA,NA,16157,7802,46233,0.5000920132,NA,NA,NA,NA,0.169051661412,0.106371342631,9500,62400
"American Sentinel University","Aurora","CO",1441,"Private","Rocky Mountains",NA,NA,NA,NA,NA,9534,70326,0.9047619048,NA,NA,NA,NA,0.357142857143,0.789915966387,12274,NA
"American University","Washington","DC",7485,"Private","Mid East",0.3154,29,27,27,64040,31310,108405,0.6609547124,0.802600021362304,0.0997999954223632,0.0707000017166137,0.0457999992370605,0.715536105033,0.751560549313,20500,61000
"American University of Puerto Rico","Manati","PR",544,"Private","Outlying Territories",NA,NA,NA,NA,16432,58,26505,0.5553235908,0.857099990844726,0.056100001335144,0.989000015258789,0.0015000000596046,0.133802816901,0.185454545455,3850,21700
"Amherst College","Amherst","MA",1855,"Private","New England",0.1281,33,31,31,71300,27541,116775,0.5439093484,0.756399993896484,0.0985999965667724,0.114300003051757,0.0703000020980835,0.842105263158,0.896907216495,11900,65000
"Anderson University","Anderson","IN",1392,"Private","Great Lakes",0.6502,22,19,19,42555,14605,56862,0.5635179153,0.910899963378906,0.053600001335144,0.0251999998092651,0.0100999999046325,0.398148148148,0.602564102564,19500,37200
"Anderson University","Anderson","SC",2685,"Private","South East",0.6229,23,20,20,41431,14915,59112,0.6955882353,0.804100036621093,0.167000007629394,0.0217000007629394,0.0081999999284744,0.464730290456,0.532299741602,19250,35200
"Andrews University","Berrien Springs","MI",1466,"Private","Great Lakes",0.6554,24,21,21,38948,15761,44559,0.580270793,0.756500015258789,0.145699996948242,0.0848999977111816,0.0322000002861023,0.443820224719,0.517412935323,21453,45200
"Angelo State University","San Angelo","TX",5892,"Public","South West",0.7324,20,17,17,18395,6236,65664,0.5607034156,0.798499984741211,0.0526999998092651,0.277299995422363,0.0101999998092651,0.302222222222,0.356350184957,11000,40200
"Anna Maria College","Paxton","MA",1131,"Private","New England",0.7362,NA,NA,NA,51109,15013,58212,0.6302652106,0.892099990844726,0.0354999995231628,0.0617999982833862,0.0235999989509582,0.428571428571,0.555023923445,15442,44800
"Appalachian State University","Boone","NC",17265,"Public","South East",0.6946,26,23,23,18972,6780,74529,0.5749588138,0.835,0.116899995803833,0.0383999991416931,0.0157000005245208,0.613040396882,0.698203592814,15647,38800
"Aquinas College","Grand Rapids","MI",1428,"Private","Great Lakes",0.6905,24,21,21,41612,13038,57024,0.6396694215,0.867900009155273,0.07,0.0496000003814697,0.0140999996662139,0.436842105263,0.520833333333,20500,37300
"Arcadia University","Glenside","PA",2003,"Private","Mid East",0.6416,24,21,21,57155,17159,71190,0.6840417001,0.818300018310547,0.113100004196167,0.0451999998092651,0.0311999988555908,0.642570281124,0.680392156863,22847,44100
"Arizona Christian University","Glendale","AZ",705,"Private","South West",0.5644,20,17,17,37562,11155,41463,0.2894736842,0.822699966430664,0.0234999990463256,0.197099990844726,0.0239000010490417,0.144329896907,0.185185185185,10500,32200
"Arizona College-Las Vegas","Las Vegas","NV",500,"Private","Far West",0.8831,NA,NA,NA,36700,22591,66456,0.8486707566,NA,NA,NA,NA,0.5,0.601866251944,9483,NA
"Arizona State University-Downtown Phoenix","Phoenix","AZ",8697,"Public","South West",0.8062,23,20,20,25851,12487,82593,0.5568306611,NA,NA,NA,NA,0.507620164127,0.577367205543,14271,47700
"Arizona State University-Polytechnic","Mesa","AZ",4495,"Public","South West",0.8337,24,21,21,23002,8643,78525,0.5568306611,0.787600021362304,0.0349000000953674,0.192000007629394,0.0290000009536743,0.507620164127,0.577367205543,14271,47700
"Arizona State University-Skysong","Scottsdale","AZ",29636,"Public","South West",0.6829,NA,NA,NA,24636,3050,80451,0.5568306611,NA,NA,NA,NA,0.507620164127,0.577367205543,14271,47700
"Arizona State University-Tempe","Tempe","AZ",42529,"Public","South West",0.8478,26,22,22,25621,20364,103059,0.5568306611,0.787600021362304,0.0349000000953674,0.192000007629394,0.0290000009536743,0.507620164127,0.577367205543,14271,47700
"Arizona State University-West","Glendale","AZ",3981,"Public","South West",0.8241,22,19,19,22594,10395,90864,0.5568306611,0.787600021362304,0.0349000000953674,0.192000007629394,0.0290000009536743,0.507620164127,0.577367205543,14271,47700
"Arkansas State University-Main Campus","Jonesboro","AR",8623,"Public","South East",0.7721,24,21,21,21375,4037,62118,0.6108749161,0.832600021362304,0.139499998092651,0.0192999994754791,0.0049000000953674,0.296529968454,0.378129790496,15000,32200
"Arkansas Tech University","Russellville","AR",7896,"Public","South East",0.9024,NA,NA,NA,18627,4725,61497,0.5661364132,0.897600021362304,0.0553999996185302,0.0365000009536743,0.0060000002384185,0.33638863428,0.421201413428,11490,34100
"Art Center College of Design","Pasadena","CA",1987,"Private","Far West",0.6765,NA,NA,NA,64097,34648,69984,0.5523465704,0.604799995422363,0.0519999980926513,0.266599998474121,0.164599990844726,0.497206703911,0.556962025316,28250,53600
"Asbury University","Wilmore","KY",1596,"Private","South East",0.6676,NA,NA,NA,39831,14491,59184,0.6154910097,0.904000015258789,0.0555999994277954,0.0290000009536743,0.0138999998569488,0.422222222222,0.572916666667,19153,34900
"Ashford University","San Diego","CA",28289,"Private","Far West",NA,NA,NA,NA,23215,13243,58131,0.7799183785,0.757799987792968,0.131899995803833,0.108400001525878,0.0313000011444091,0.198916315473,0.166274612302,8344,41200
"Ashland University","Ashland","OH",3955,"Private","Great Lakes",0.6806,23,20,20,32757,13148,63468,0.4403549129,0.904199981689453,0.0613000011444091,0.0185000002384185,0.0125,0.43109540636,0.56,19356,40400
"Aspen University","Denver","CO",3389,"Private","Rocky Mountains",NA,NA,NA,NA,17127,6360,42030,0.7810218978,NA,NA,NA,NA,NA,NA,8292,NA
"Assumption College","Worcester","MA",2014,"Private","New England",0.8107,NA,NA,NA,53303,14911,76554,0.597,0.902399978637695,0.0325999999046325,0.043600001335144,0.0263000011444091,0.644230769231,0.766871165644,25000,55200
"Athens State University","Athens","AL",2732,"Public","South East",NA,NA,NA,NA,NA,6817,76842,0.705078125,0.838899993896484,0.122600002288818,0.0240000009536743,0.0064999997615814,0.483552631579,0.576744186047,13500,38700
"Atlantic University College","Guaynabo","PR",1581,"Private","Outlying Territories",NA,NA,NA,NA,9627,2062,27333,0.2654867257,0.791600036621093,0.084399995803833,0.983899993896484,0.0023999999463558,0.291878172589,0.411214953271,3600,20100
"Auburn University","Auburn","AL",24147,"Public","South East",0.7543,28,25,25,31282,15908,93852,0.531504671,0.759000015258789,0.197999992370605,0.0289000010490417,0.0164999997615814,0.582055214724,0.704172876304,16380,48800
"Auburn University at Montgomery","Montgomery","AL",4529,"Public","South East",0.9281,21,19,19,18291,7582,69102,0.6929480901,0.599700012207031,0.372099990844726,0.0162000000476837,0.0091000002622604,0.243523316062,0.268085106383,12500,33300
"Augsburg University","Minneapolis","MN",2311,"Private","Plains",0.6896,22,19,19,51251,16399,69588,0.5464480874,0.875999984741211,0.0469999980926513,0.0331999993324279,0.0341000008583068,0.530546623794,0.573333333333,20834,46800
"Augusta University","Augusta","GA",5146,"Public","South East",0.8006,23,20,20,20618,11830,72792,0.673245614,NA,NA,NA,NA,0.261565836299,0.344467640919,14000,62300
"Augustana College","Rock Island","IL",2529,"Private","Great Lakes",0.6369,NA,NA,NA,52923,16530,69669,0.5883977901,0.882399978637695,0.0478000020980835,0.063600001335144,0.0283999991416931,0.59126984127,0.786666666667,25000,52000
"Augustana University","Sioux Falls","SD",1752,"Private","Plains",0.6542,26,23,23,45145,13518,62055,0.6524590164,0.940599975585937,0.0112999999523162,0.0249000000953674,0.0111000001430511,0.567375886525,0.688118811881,22330,43700
"Aurora University","Aurora","IL",3944,"Private","Great Lakes",0.8116,21,19,19,34650,12630,72639,0.6651312759,0.802699966430664,0.100699996948242,0.116700000762939,0.0267000007629394,0.529255319149,0.655332302937,16760,42700
"Austin College","Sherman","TX",1279,"Private","South West",0.5532,25,22,22,53392,12301,66834,0.5053304904,0.795299987792968,0.0730999994277954,0.16079999923706,0.0352999997138977,0.603603603604,0.72268907563,17500,48200
"Austin Peay State University","Clarksville","TN",9064,"Public","South East",0.9378,22,19,19,21409,5870,72081,0.5990892892,0.759599990844726,0.176399993896484,0.0455999994277954,0.0141999995708465,0.247191011236,0.360531309298,12500,34900
"Ave Maria University","Ave Maria","FL",1070,"Private","South East",0.8295,24,21,21,34484,7898,68202,0.4839400428,0.850699996948242,0.0642999982833862,0.0825,0.0299000000953674,0.364130434783,0.413333333333,13683,32800
"Averett University","Danville","VA",943,"Private","South East",0.6061,19,16,16,45091,16063,54738,0.5265760198,0.700999984741211,0.25329999923706,0.0383999991416931,0.0149000000953674,0.393805309735,0.523206751055,17750,41800
"Avila University","Kansas City","MO",1191,"Private","Plains",0.5456,21,19,19,38040,13285,57834,0.6292749658,0.81620002746582,0.118900003433227,0.0505999994277954,0.0185000002384185,0.391025641026,0.522292993631,18010,44100
"Azusa Pacific University","Azusa","CA",5545,"Private","Far West",0.6851,24,21,21,51578,19919,82440,0.7258883249,0.684199981689453,0.0434000015258789,0.277800006866455,0.0848999977111816,0.493279569892,0.532236842105,18970,51100
"Babson College","Wellesley","MA",2361,"Private","New England",0.2441,30,28,28,68482,34365,146502,0.4822134387,0.810800018310547,0.0667999982833862,0.0898999977111816,0.058600001335144,NA,NA,21875,96100
"Baker University","Baldwin City","KS",1436,"Private","Plains",0.8765,23,20,20,44244,11993,56781,0.5992462312,0.867099990844726,0.0623999977111816,0.0523000001907348,0.0185000002384185,0.494845360825,0.612582781457,19500,51300
"Baldwin Wallace University","Berea","OH",3058,"Private","Great Lakes",0.7425,24,21,21,44783,16362,71982,0.5390070922,0.897699966430664,0.0634000015258789,0.0246000003814697,0.0146000003814697,0.545212765957,0.664473684211,24000,44400
"Ball State University","Muncie","IN",15529,"Public","Great Lakes",0.6478,NA,NA,NA,23783,7723,67626,0.5982266556,0.908600006103515,0.0555999994277954,0.026800000667572,0.0099000000953674,0.517354289456,0.585901027077,17500,41100
"Baptist Memorial College of Health Sciences","Memphis","TN",1032,"Private","South East",0.5887,22,19,19,21002,15362,62352,0.9200680272,0.651299972534179,0.314200000762939,0.0228999996185302,0.0123000001907348,0.583333333333,0.520547945205,25500,57000
"Bard College","Annandale-On-Hudson","NY",1795,"Private","Mid East",0.6456,NA,NA,NA,70555,21844,101115,0.6197183099,0.804199981689453,0.0732000017166137,0.0917000007629394,0.0548999977111816,0.73417721519,0.753488372093,20500,39700
"Barnard College","New York","NY",2557,"Private","Mid East",0.1392,32,30,30,71071,34147,124551,NA,0.711500015258789,0.113100004196167,0.138199996948242,0.0790000009536743,NA,NA,16250,57900
"Barnes-Jewish College Goldfarb School of Nursing","Saint Louis","MO",562,"Private","Plains",NA,NA,NA,NA,NA,20664,61407,0.875,0.780100021362304,0.179400005340576,0.02,0.0160000002384185,NA,NA,18957,55600
"Barry University","Miami","FL",3368,"Private","South East",0.9125,20,17,17,43524,16339,73359,0.6736222579,0.682799987792968,0.217600002288818,0.295699996948242,0.0224000000953674,0.37299771167,0.387027027027,19500,45800
"Barton College","Wilson","NC",965,"Private","South East",0.3962,20,17,17,44193,14395,55359,0.7305785124,0.660199966430664,0.279899997711181,0.0565000009536743,0.0116999995708465,0.375,0.514563106796,18625,38100
"Bates College","Lewiston","ME",1832,"Private","New England",0.1779,NA,NA,NA,68870,46915,101268,0.491638796,0.871900024414062,0.0594000005722045,0.0430000019073486,0.0282999992370605,NA,NA,12000,59200
"Bay Path University","Longmeadow","MA",1921,"Private","New England",0.6041,NA,NA,NA,46315,15610,70596,NA,0.842399978637695,0.0667000007629394,0.090600004196167,0.0177999997138977,NA,NA,17610,42700
"Bay State College","Boston","MA",684,"Private","New England",0.6927,NA,NA,NA,39751,18017,64008,0.7106918239,0.740599975585937,0.131000003814697,0.090600004196167,0.0390000009536743,0.373134328358,0.453757225434,18532,32100
"Baylor University","Waco","TX",14159,"Private","South West",0.3895,29,26,26,60619,23490,89712,0.6033829841,0.767200012207031,0.0957999992370605,0.186800003051757,0.0373000001907348,0.650334075724,0.702389078498,19500,51600
"Be'er Yaakov Talmudic Seminary","Spring Valley","NY",569,"Private","Mid East",NA,NA,NA,NA,15750,10344,11835,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Becker College","Worcester","MA",1725,"Private","New England",0.6634,23,20,20,53368,16910,71748,0.5887850467,0.868600006103515,0.0507999992370605,0.0671999979019165,0.0256999993324279,0.367857142857,0.32625994695,19750,43800
"Belhaven University","Jackson","MS",2220,"Private","South East",0.5161,NA,NA,NA,34614,12635,43830,0.6828143022,0.614599990844726,0.332900009155273,0.0517999982833862,0.0164999997615814,0.296636085627,0.364008179959,18841,37300
"Bellarmine University","Louisville","KY",2488,"Private","South East",0.8584,25,22,22,54872,17793,72225,0.6793703397,0.876800003051757,0.0839000034332275,0.0219000005722045,0.0150999999046325,0.610328638498,0.636828644501,19000,45700
"Bellevue University","Bellevue","NE",6377,"Private","Plains",NA,NA,NA,NA,18574,11810,50859,0.5948446794,0.850100021362304,0.0802999973297119,0.0603999996185302,0.0177999997138977,0.479262672811,0.479204339964,15000,53600
"Belmont Abbey College","Belmont","NC",1505,"Private","South East",0.7978,22,19,19,32045,10595,44109,0.5181932246,0.793600006103515,0.152799997329711,0.0478000020980835,0.0189999997615814,0.315789473684,0.407665505226,16000,38200
"Belmont University","Nashville","TN",6620,"Private","South East",0.8247,27,24,24,50740,25214,90792,0.6539453326,0.858199996948242,0.0871000003814697,0.0403000020980835,0.02,0.674757281553,0.70534351145,17500,44100
"Beloit College","Beloit","WI",1212,"Private","Great Lakes",0.564,25,21,21,59283,17607,63387,0.5325443787,0.844000015258789,0.0619000005722046,0.0640000009536743,0.0392000007629394,0.742857142857,0.812030075188,20875,42400
"Bemidji State University","Bemidji","MN",4308,"Public","Plains",0.6667,22,19,19,20379,5484,77985,0.5981659025,0.900100021362304,0.0132000005245208,0.0178999996185302,0.0087999999523162,0.345381526104,0.430615164521,12500,40600
"Benedict College","Columbia","SC",2165,"Private","South East",NA,NA,NA,NA,33055,11276,53802,0.4555687204,0.494599990844726,0.447000007629394,0.0525,0.015,0.090558766859,0.117647058824,15750,25400
"Benedictine College","Atchison","KS",1942,"Private","Plains",0.9284,25,21,21,43240,12402,63081,0.4980988593,0.865100021362304,0.0584000015258789,0.0759000015258789,0.0220000004768371,0.442857142857,0.665048543689,19000,40100
"Benedictine University","Lisle","IL",2692,"Private","Great Lakes",0.6283,23,20,20,44385,16199,77103,0.5761067314,0.770899963378906,0.121000003814697,0.0928999996185302,0.0490000009536743,0.361179361179,0.408223201175,17125,49000
"Bennett College","Greensboro","NC",469,"Private","South East",0.9634,17,14,14,32758,4933,42768,NA,0.449799995422363,0.438300018310546,0.0856999969482422,0.039300000667572,NA,NA,13500,30600
"Bennington College","Bennington","VT",720,"Private","New England",0.5703,NA,NA,NA,70760,27805,87768,0.671875,0.824199981689453,0.0732000017166137,0.0675,0.0469999980926513,0.75,0.72,18500,29500
"Bentley University","Waltham","MA",4177,"Private","New England",0.4321,30,28,28,66180,30307,126936,0.3995137763,0.876900024414062,0.0440000009536743,0.0528000020980835,0.0365000009536743,0.81662591687,0.891696750903,23250,86900
"Berea College","Berea","KY",1630,"Private","South East",0.382,25,22,22,35394,2571,73233,0.5585798817,0.850500030517578,0.11789999961853,0.0217000007629394,0.0077999997138977,0.483695652174,0.660944206009,4563,33700
"Berkeley College-New York","New York","NY",3505,"Private","Mid East",NA,NA,NA,NA,34916,20871,64728,0.6529480444,0.45810001373291,0.302800006866455,0.256900005340576,0.0617999982833862,0.323308270677,0.358087487284,16080,40800
"Berkeley College-Woodland Park","Woodland Park","NJ",3298,"Private","Mid East",NA,NA,NA,NA,33313,19768,62145,0.7260160354,0.644800033569336,0.158400001525878,0.228099994659423,0.0619999980926513,0.323699421965,0.486865148862,12494,39600
"Berklee College of Music","Boston","MA",6332,"Private","New England",0.4764,NA,NA,NA,63027,27167,88200,0.3608673206,0.809000015258789,0.0852000045776367,0.0897000026702881,0.0442999982833862,0.447937131631,0.494117647059,15000,30300
"Berry College","Mount Berry","GA",1913,"Private","South East",0.6612,26,23,23,49969,14760,75276,0.6193633952,0.805,0.134399995803833,0.0507000017166137,0.0220000004768371,0.54375,0.68,19000,40000
"Beth Medrash Govoha","Lakewood","NJ",2680,"Private","Mid East",NA,NA,NA,NA,NA,2692,66366,NA,0.735999984741211,0.134899997711181,0.133400001525878,0.0457999992370605,NA,NA,5500,25300
"Bethany College","Lindsborg","KS",781,"Private","Plains",0.6776,21,18,18,42884,1771,38565,0.3402922756,0.839499969482422,0.0559999990463256,0.11079999923706,0.0206999993324279,0.393258426966,0.586666666667,9500,40200
"Bethany College","Bethany","WV",555,"Private","South East",0.9077,20,17,17,42674,10562,53847,0.2921914358,0.922200012207031,0.0511999988555908,0.0167999994754791,0.0085000002384185,0.216748768473,0.477272727273,20497,40400
"Bethany Lutheran College","Mankato","MN",599,"Private","Plains",0.7787,22,19,19,36961,11784,58986,0.5537848606,0.921600036621093,0.0313000011444091,0.0279999995231628,0.0139999997615814,0.544303797468,0.535211267606,16625,34800
"Bethel College-North Newton","North Newton","KS",442,"Private","Plains",0.441,21,18,18,41204,12678,49959,0.4728915663,0.861600036621093,0.0534999990463256,0.0802000045776367,0.0167999994754791,0.31884057971,0.565789473684,12500,40800
"Bethel University","Mishawaka","IN",1244,"Private","Great Lakes",0.9233,22,19,19,39450,13280,51399,0.6631989597,0.875299987792968,0.063600001335144,0.0503999996185302,0.0129999995231628,0.422222222222,0.396774193548,19500,37800
"Bethel University","Saint Paul","MN",2723,"Private","Plains",0.7051,25,22,22,50325,17088,69345,0.6357027464,0.916100006103515,0.0246000003814697,0.0265000009536743,0.0263000011444091,0.552715654952,0.688172043011,18250,47300
"Bethel University","McKenzie","TN",3383,"Private","South East",0.6649,21,16,16,30838,11430,29304,0.5837135837,0.753499984741211,0.209099998474121,0.0273000001907348,0.0093999999761581,0.177502579979,0.137931034483,17250,38600
"Bethune-Cookman University","Daytona Beach","FL",3619,"Private","South East",NA,NA,NA,NA,27817,9784,58707,0.60409699,0.514599990844726,0.399900016784668,0.123900003433227,0.0194000005722045,0.26375711575,0.321375186846,16750,29200
"Binghamton University","Vestal","NY",13990,"Public","Mid East",0.3981,30,28,28,25846,8187,88011,0.5177916757,0.766399993896484,0.0906999969482422,0.106099996566772,0.0690999984741211,0.686949559648,0.764897959184,16750,61600
"Biola University","La Mirada","CA",4005,"Private","Far West",0.7347,24,21,21,53611,22560,84132,0.6677920324,0.700699996948242,0.0428999996185302,0.248199996948242,0.0861999988555908,0.587896253602,0.623586429725,20000,44500
"Birmingham-Southern College","Birmingham","AL",1265,"Private","South East",0.5666,26,23,23,52176,11383,69192,0.520361991,0.789000015258789,0.174099998474121,0.0246000003814697,0.0138999998569488,0.52380952381,0.637362637363,18794,46700
"Black Hills State University","Spearfish","SD",2563,"Public","Plains",0.8832,21,18,18,19777,6273,62442,0.6218809981,0.895899963378906,0.009200000166893,0.0265000009536743,0.0062999999523162,0.214285714286,0.283687943262,12500,35900
"Blackburn College","Carlinville","IL",561,"Private","Great Lakes",0.5155,20,18,18,30605,12946,59220,0.5603864734,0.902399978637695,0.0682000017166137,0.0241000008583068,0.0075999999046325,0.352941176471,0.46218487395,14500,37400
"Bloomfield College","Bloomfield","NJ",1660,"Private","Mid East",0.6062,18,16,16,43920,17938,77454,0.6263286999,0.445999984741211,0.377700004577636,0.189799995422363,0.0509000015258789,0.266666666667,0.260309278351,17500,38200
"Bloomsburg University of Pennsylvania","Bloomsburg","PA",7920,"Public","Mid East",0.7678,22,19,19,23444,9003,85248,0.5715309291,0.901500015258789,0.0603000020980835,0.0273000001907348,0.015,0.404188481675,0.500386697602,19500,44500
"Blue Mountain College","Blue Mountain","MS",618,"Private","South East",0.9293,22,19,19,22226,5854,47124,0.5259515571,0.782799987792968,0.197099990844726,0.0167999994754791,0.0034000000357627,0.290909090909,0.178571428571,10000,31400
"Bluefield College","Bluefield","VA",887,"Private","South East",0.9536,18,16,16,36657,10149,46539,0.5660091047,0.819700012207031,0.148000001907348,0.0195000004768371,0.0110000002384185,0.20987654321,0.348066298343,12500,40900
"Bluefield State College","Bluefield","WV",1263,"Public","South East",0.9454,19,17,17,16573,3455,57996,0.6272965879,0.923099975585937,0.0609000015258789,0.0070999997854232,0.0034999999403953,0.202898550725,0.213567839196,12129,26600
"Bluffton University","Bluffton","OH",659,"Private","Great Lakes",0.4202,22,18,18,45667,11187,54486,0.4675324675,0.928600006103515,0.0397000002861023,0.0246000003814697,0.0075,0.477419354839,0.587837837838,19000,39000
"Bob Jones University","Greenville","SC",2363,"Private","South East",NA,NA,NA,NA,25287,10145,40914,0.5588235294,0.83620002746582,0.105600004196167,0.0451000022888183,0.0179999995231628,0.462151394422,0.566265060241,13500,NA
"Boise State University","Boise","ID",16526,"Public","Rocky Mountains",0.8075,24,21,21,19573,8429,72819,0.56921797,0.895899963378906,0.0087000000476837,0.0859000015258789,0.0154999995231628,0.331214240305,0.388364779874,15250,37100
"Bon Secours Memorial College of Nursing","Richmond","VA",458,"Private","South East",NA,NA,NA,NA,NA,11326,68067,0.90625,0.718000030517578,0.234599990844726,0.0210999989509582,0.0206999993324279,NA,NA,21837,61100
"Boricua College","New York","NY",639,"Private","Mid East",NA,NA,NA,NA,22221,9545,39312,0.756684492,0.313899993896484,0.314899997711181,0.467099990844726,0.0407000017166137,0.119496855346,0.163141993958,5000,32800
"Boston College","Chestnut Hill","MA",9639,"Private","New England",0.2789,33,31,31,70588,34327,137907,0.5189448441,0.817200012207031,0.0751000022888183,0.0810000038146972,0.0494999980926513,0.872458410351,0.916932907348,16000,72500
"Boston University","Boston","MA",17238,"Private","New England",0.2209,32,30,30,70216,33686,127224,0.6546625328,0.817099990844726,0.0646999979019165,0.0901000022888183,0.0569999980926513,0.807134894091,0.791517323775,22500,65300
"Bowdoin College","Brunswick","ME",1825,"Private","New England",0.1026,NA,NA,NA,68070,31648,109080,0.5064102564,0.789300003051757,0.100200004577636,0.0810000038146972,0.0480999994277954,NA,NA,14911,65500
